lib_etendu,bilan,montant_signe,signe,num_oper,diff_ope_val
1150,21110,-500.0,1,6950,4.0
1271,21110,-3200.0,1,3210,4.0
5067,21110,-3950.67,1,1437,1.0
2007,21110,-249.0,1,3993,4.0
1413,21110,-3500.0,1,2241,4.0
3760,21110,-1500.0,1,4648,4.0
1465,21110,-300.0,1,2022,4.0
1078,21110,-90.0,1,6238,0.0
4791,21110,-5000.0,1,5473,4.0
991,21110,-1400.0,1,5113,4.0
3475,21110,2500.0,0,926,-1.0
5224,21110,-200.0,1,497,1.0
1300,21110,-4000.0,1,7363,4.0
1347,21110,-22.0,1,6087,0.0
5224,21110,-1000.0,1,3204,1.0
5224,21110,-5000.0,1,5694,1.0
2580,21110,-2400000.0,1,6087,0.0
4917,21110,-2100.0,1,4076,4.0
4241,21110,2500.0,0,7751,-1.0
272,21110,204380.0,0,2611,0.0
761,21110,-7000.0,1,6915,0.0
5225,21110,-1200.0,1,2724,0.0
4906,21110,-11.0,1,7751,0.0
2924,21110,-4000.0,1,2504,0.0
2924,21110,4000.0,0,2504,0.0
3961,21110,50900.0,0,844,0.0
2346,21110,-3000.0,1,3798,4.0
1784,21110,-5000.0,1,6694,4.0
2666,21110,4310.55,0,4989,-1.0
2993,21110,-0.37,1,3242,4.0
4227,21110,1800.0,0,194,-1.0
3567,21110,4800.0,0,424,-1.0
4594,21110,-2500.0,1,3349,0.0
715,21110,-2500.0,1,108,4.0
260,21110,-5000.0,1,5722,4.0
641,21110,-4000.0,1,6185,4.0
1510,21110,-2000.0,1,3814,4.0
2565,21110,-2000.0,1,5619,4.0
686,21110,-8000.0,1,1049,0.0
3296,21110,2500.0,0,4439,-1.0
4618,21110,2500.0,0,1685,-1.0
4474,21110,-200.0,1,4595,0.0
4047,21110,3000.0,0,7751,-1.0
2666,21110,3000.0,0,3122,-1.0
3047,21110,-22.65,1,5211,4.0
1336,21110,-2000.0,1,6584,4.0
647,21110,-500.0,1,7505,4.0
4834,21110,-830.0,1,6201,1.0
349,21110,-800.0,1,7059,4.0
809,21110,-2000.0,1,3644,4.0
5224,21110,-200.0,1,447,1.0
4094,21110,19000.0,0,7751,-1.0
846,21110,-200.0,1,417,4.0
3821,21110,-500.0,1,5813,4.0
1575,21110,-2000.0,1,2169,4.0
729,21110,-2000.0,1,3252,4.0
957,21110,-6005.5,1,601,4.0
1163,21110,-2400.0,1,3166,4.0
347,21110,-400.0,1,3225,4.0
3820,21110,-5000.0,1,120,0.0
2222,21110,-22.0,1,120,0.0
1128,21110,6650.0,0,4660,0.0
5224,21110,-300.0,1,5806,1.0
518,21110,80.0,0,5586,-1.0
2398,21110,-5000.0,1,2227,4.0
1595,21110,-5000.0,1,1127,4.0
3842,21110,-1700.0,1,6749,1.0
2359,21110,-2000.0,1,5770,4.0
4811,21110,-50000.0,1,7751,-1.0
4241,21110,50000.0,0,7751,-1.0
187,21110,1500.0,0,7751,-1.0
4811,21110,-3950.0,1,6082,-1.0
1096,21110,3950.0,0,6082,-1.0
5224,21110,-300.0,1,2341,1.0
353,21110,-1000.0,1,6280,4.0
5067,21110,-2927.61,1,948,1.0
2902,21110,4620.0,0,831,-1.0
3844,21110,-2000.0,1,835,4.0
3917,21110,-500.0,1,732,4.0
2913,21110,-500.0,1,5816,4.0
544,21110,-2500.0,1,6907,4.0
2523,21110,-10.0,1,1142,4.0
2523,21110,-10.0,1,1576,4.0
2523,21110,-10.0,1,2457,4.0
4036,21110,-200.0,1,1635,4.0
2666,21110,3000.0,0,7215,-1.0
1722,21110,-1000.0,1,726,0.0
2222,21110,-22.0,1,726,0.0
901,21110,-1000.0,1,4748,1.0
3685,21110,-5.0,1,7751,0.0
688,21110,30000.0,0,6585,-1.0
4980,21110,-2000.0,1,3414,4.0
2171,21110,-2500.0,1,4835,4.0
27,21110,900.0,0,5124,0.0
1482,21110,-1000.0,1,2691,4.0
2859,21110,1500.0,0,2924,-1.0
2902,21110,2000.0,0,3806,-1.0
820,21110,-1000.0,1,5667,4.0
2144,21110,-4000.0,1,5702,4.0
1078,21110,-96.6,1,5309,0.0
434,21110,-300.0,1,3427,4.0
1078,21110,-90.0,1,3590,0.0
2666,21110,1940.68,0,2906,-1.0
337,21110,-100.0,1,5491,1.0
2666,21110,3000.0,0,1108,-1.0
3182,21110,2700.0,0,6315,-1.0
4053,21110,1300.0,0,6106,0.0
5085,21110,43200.0,0,7751,-1.0
4241,21110,3000.0,0,7751,-1.0
3892,21110,-2000.0,1,5032,0.0
173,21110,-200.0,1,688,4.0
3037,21110,-4000.0,1,5964,4.0
5224,21110,-200.0,1,3090,1.0
3687,21110,4540.87,0,2086,-1.0
1880,21110,-3000.0,1,3767,4.0
1078,21110,-69.0,1,7597,0.0
563,21110,-650.0,1,6411,1.0
4365,21110,-1000.0,1,5413,4.0
839,21110,-1000.0,1,4048,4.0
5148,21110,-1500.0,1,228,4.0
5255,21110,-1000.0,1,6748,4.0
2666,21110,4568.23,0,576,-1.0
706,21110,-2000.0,1,6879,4.0
814,21110,2200.0,0,5185,-1.0
2523,21110,-100.0,1,893,4.0
2523,21110,-100.0,1,5412,4.0
3606,21110,-1400.0,1,1247,0.0
2902,21110,1000.0,0,1030,-1.0
4329,21110,-5000.0,1,2388,4.0
555,21110,-100.0,1,1190,4.0
1914,21110,-300.0,1,7297,4.0
5198,21110,-1000.0,1,5918,4.0
871,21110,8344.12,0,2890,-1.0
1320,21110,-177.6,1,6477,4.0
1320,21110,-49.0,1,7060,4.0
3047,21110,-197.58,1,5227,4.0
4261,21110,-99.0,1,617,4.0
1201,21110,-100.0,1,6927,4.0
4793,21110,-700.0,1,490,4.0
3735,21110,-33.0,1,7751,1.0
5067,21110,-12004.15,1,1825,1.0
3641,21110,-3061.43,1,4475,1.0
3641,21110,-3044.72,1,5684,1.0
3641,21110,-3044.71,1,2343,1.0
3641,21110,-3061.44,1,5392,1.0
3641,21110,-3061.44,1,5763,1.0
3641,21110,-3061.44,1,2590,1.0
3641,21110,-3044.72,1,138,1.0
3641,21110,-3044.72,1,7489,1.0
1689,21110,600000.0,0,432,1.0
3918,21110,-7320.35,1,7751,1.0
3918,21110,-7320.35,1,7751,1.0
3918,21110,-7320.35,1,7751,1.0
4256,21110,-136791.13,1,7578,1.0
4875,21110,-5500.0,1,7751,1.0
3975,21110,160000.0,0,3443,-1.0
115,21110,-200000.0,1,3413,0.0
3274,21110,-400.0,1,1512,4.0
2084,21110,500.0,0,7751,-1.0
1347,21110,-22.0,1,3872,0.0
1754,21110,-3000.0,1,3872,0.0
3617,21110,-4000.0,1,4308,1.0
3629,21110,5568.52,0,7637,-1.0
4439,21110,-2400.0,1,2927,4.0
1945,21110,-5000.0,1,384,4.0
3629,21110,6157.25,0,4469,-1.0
4274,21110,-270.35,1,2367,1.0
3428,21110,6000.0,0,1342,0.0
3428,21110,400.0,0,4538,0.0
2951,21110,-1480.0,1,6230,0.0
2222,21110,-22.0,1,6230,0.0
2412,21110,10036.99,0,2058,-1.0
1549,21110,1250.0,0,7574,0.0
2792,21110,200.0,0,7751,-1.0
657,21110,-5000.0,1,5397,4.0
1362,21110,-198.98,1,5453,4.0
3629,21110,4980.23,0,7207,-1.0
2714,21110,-1000.0,1,4319,0.0
2795,21110,-3500.0,1,6350,4.0
2582,21110,-1000.0,1,3952,4.0
5067,21110,-2806.73,1,1018,1.0
4274,21110,-270.35,1,1575,1.0
4858,21110,6800.0,0,4711,-1.0
2523,21110,-10.0,1,6383,4.0
4770,21110,-800.0,1,3990,4.0
4963,21110,-33.0,1,7751,0.0
1542,21110,-1000.0,1,6987,4.0
2392,21110,-2000.0,1,6323,4.0
3518,21110,-2000.0,1,6206,4.0
2523,21110,-10.0,1,3056,4.0
700,21110,788.2,0,1166,-1.0
1490,21110,-600.0,1,5654,0.0
89,21110,-2800.0,1,3049,4.0
649,21110,-417.55,1,4601,4.0
649,21110,-87.36,1,1860,4.0
3047,21110,-128.06,1,3464,4.0
280,21110,5000.0,0,3490,-1.0
2584,21110,-630.0,1,6871,0.0
2222,21110,-22.0,1,6871,0.0
4689,21110,770.0,0,1487,-1.0
1078,21110,-96.6,1,5066,0.0
202,21110,9968.0,0,2300,-1.0
4739,21110,-59.37,1,6633,5.0
4739,21110,-272.33,1,5870,5.0
1182,21110,20093.82,0,2009,-1.0
202,21110,9968.0,0,5352,-1.0
1078,21110,-81.9,1,4723,0.0
3629,21110,5184.86,0,2008,-1.0
1078,21110,-81.9,1,7028,0.0
2881,21110,-2000.0,1,3446,4.0
4827,21110,120.0,0,2183,-1.0
2141,21110,400.0,0,544,-1.0
2573,21110,-1000.0,1,7366,4.0
2408,21110,-1000.0,1,3376,4.0
5067,21110,-4530.03,1,919,1.0
123,21110,-1200.0,1,1379,1.0
1222,21110,-3600.0,1,4089,4.0
1078,21110,-81.9,1,1128,0.0
1952,21110,-1100.0,1,5128,0.0
2222,21110,-22.0,1,5128,0.0
2518,21110,2639.0,0,7183,-1.0
4792,21110,-35300.0,1,3030,1.0
3691,21110,2734.12,0,7751,0.0
4811,21110,-2734.12,1,7751,0.0
1078,21110,-96.6,1,6643,0.0
2534,21110,-500.0,1,3348,4.0
3332,21110,-3500.0,1,5682,4.0
2523,21110,-10.0,1,7379,4.0
119,21110,-500.0,1,6313,4.0
1406,21110,-1600.0,1,2254,0.0
448,21110,-1.69,1,3212,4.0
448,21110,-0.95,1,141,4.0
448,21110,-1.45,1,5259,4.0
1189,21110,1000.0,0,5011,-1.0
4749,21110,1000.0,0,3833,-1.0
5224,21110,-300.0,1,1559,1.0
5161,21110,-318.02,1,3615,4.0
1866,21110,-4500.0,1,6913,0.0
3971,21110,-5000.0,1,6747,0.0
1321,21110,-2000.0,1,1111,4.0
4241,21110,1500.0,0,7751,-1.0
5224,21110,-300.0,1,7341,1.0
5118,21110,-2000.0,1,436,4.0
685,21110,-2800.0,1,2114,0.0
754,21110,-400.0,1,4558,4.0
3985,21110,-2000.0,1,3153,4.0
4780,21110,-16.5,1,7751,1.0
4792,21110,-1000.0,1,165,1.0
567,21110,-5000.0,1,1254,4.0
2801,21110,-500.0,1,4005,4.0
1078,21110,-96.6,1,4154,0.0
2591,21110,-4000.0,1,366,0.0
3473,21110,3200.0,0,7333,-1.0
3629,21110,5184.86,0,2584,-1.0
1794,21110,-3300.0,1,4222,1.0
4578,21110,5434.0,0,1862,-1.0
560,21110,-1800.0,1,4587,4.0
1494,21110,-200.0,1,887,4.0
3463,21110,-500.0,1,5871,4.0
2032,21110,-1000.0,1,4716,4.0
1456,21110,2829.0,0,4481,-1.0
4485,21110,-4000.0,1,2740,4.0
2312,21110,-30000.0,1,4256,0.0
2222,21110,-22.0,1,4256,0.0
4780,21110,-16.5,1,7751,1.0
4792,21110,-2200.0,1,976,1.0
3254,21110,-20.0,1,4228,4.0
1737,21110,-500.0,1,2662,4.0
232,21110,-500.0,1,5689,4.0
3663,21110,-3000.0,1,3035,1.0
3210,21110,-1800.0,1,5102,0.0
2222,21110,-22.0,1,5102,0.0
244,21110,7439.0,0,3269,0.0
2867,21110,-2000.0,1,6910,4.0
2786,21110,3154.0,0,7751,-1.0
3867,21110,-3000.0,1,4792,1.0
4358,21110,-300.0,1,802,4.0
64,21110,-2000.0,1,348,4.0
4460,21110,1500.0,0,3817,0.0
1023,21110,10.0,0,1740,-1.0
1195,21110,-500.0,1,6911,1.0
2666,21110,3849.19,0,6998,-1.0
5224,21110,-300.0,1,5540,1.0
3629,21110,32864.92,0,4,-1.0
3629,21110,32864.92,0,5382,-1.0
217,21110,-100.0,1,1139,4.0
2523,21110,-20.0,1,6120,4.0
927,21110,1500.0,0,2077,0.0
3354,21110,-800.0,1,7011,1.0
3629,21110,6511.07,0,717,-1.0
3230,21110,8000.0,0,7330,-1.0
3232,21110,-5000.0,1,6729,4.0
4811,21110,-20000.0,1,7751,-1.0
4241,21110,20000.0,0,7751,-1.0
2666,21110,3000.0,0,1857,-1.0
3858,21110,-3000.0,1,6002,4.0
1361,21110,-3000.0,1,3819,4.0
3548,21110,-15000.0,1,1511,0.0
4476,21110,-1500.0,1,2530,4.0
96,21110,-30.0,1,2530,4.0
2030,21110,-5000.0,1,6734,4.0
4582,21110,-1000.0,1,6215,1.0
1978,21110,-300.0,1,5408,4.0
3952,21110,-1000.0,1,579,1.0
3259,21110,1000.0,0,3649,-1.0
752,21110,1099.0,0,1820,-1.0
3254,21110,-10.0,1,3592,4.0
2902,21110,2000.0,0,6550,-1.0
380,21110,-7750.0,1,520,1.0
3629,21110,6589.81,0,1423,-1.0
3041,21110,-9.0,1,2810,1.0
4578,21110,10806.0,0,36,-1.0
1343,21110,-5000.0,1,2703,0.0
2176,21110,-3000.0,1,1602,0.0
3291,21110,-500.0,1,1463,4.0
4619,21110,-500.0,1,6853,4.0
4780,21110,-16.5,1,7751,1.0
4792,21110,-8000.0,1,5965,1.0
1077,21110,3700.0,0,5731,-1.0
5032,21110,-5000.0,1,6441,1.0
3877,21110,-5000.0,1,2702,4.0
84,21110,-5000.0,1,6486,4.0
5067,21110,-6191.74,1,29,1.0
202,21110,21309.49,0,4194,-1.0
3036,21110,-5000.0,1,444,4.0
957,21110,-3005.5,1,978,4.0
3652,21110,-200.0,1,3084,4.0
4941,21110,-2700.0,1,7625,4.0
518,21110,1200.0,0,4869,-1.0
985,21110,-4000.0,1,5636,4.0
2310,21110,-1000.0,1,3546,4.0
202,21110,8161.71,0,3870,-1.0
5067,21110,-2337.84,1,7475,1.0
2666,21110,1926.87,0,1023,-1.0
1062,21110,-5000.0,1,6113,4.0
5224,21110,-1000.0,1,5258,1.0
1496,21110,-100.0,1,6188,1.0
1078,21110,-90.0,1,2007,0.0
575,21110,-100.0,1,2194,4.0
1364,21110,-1000.0,1,2818,1.0
4672,21110,-500.0,1,219,4.0
2088,21110,-149.0,1,4241,6.0
1307,21110,-1000.0,1,5137,4.0
3720,21110,4500.0,0,6536,0.0
3447,21110,6392.23,0,2087,-1.0
1214,21110,-8000.0,1,2147,4.0
4539,21110,-199.0,1,2968,0.0
4539,21110,-499.0,1,11,0.0
4539,21110,-99.0,1,5947,0.0
2806,21110,-2100.0,1,798,4.0
2293,21110,-5000.0,1,6824,4.0
1078,21110,-90.0,1,4034,0.0
4758,21110,-2000.0,1,2222,0.0
1077,21110,4300.0,0,4238,-1.0
957,21110,-705.5,1,5329,4.0
5224,21110,-200.0,1,1773,1.0
92,21110,-100.0,1,161,4.0
5209,21110,-700.0,1,1510,4.0
96,21110,-20.0,1,1510,4.0
3347,21110,14792.05,0,4325,-1.0
4780,21110,-16.5,1,7751,1.0
4792,21110,-11800.0,1,1440,1.0
2862,21110,-33.0,1,7751,0.0
1478,21110,-2000.0,1,6207,4.0
2547,21110,-1000.0,1,2769,4.0
5224,21110,-300.0,1,7217,1.0
2716,21110,-199.0,1,3576,6.0
1078,21110,-135.0,1,5778,0.0
4287,21110,-1500.0,1,3152,4.0
1078,21110,-196.0,1,7160,0.0
1078,21110,-90.0,1,3623,0.0
1077,21110,4300.0,0,6118,-1.0
2233,21110,-4300.0,1,2326,1.0
5224,21110,-1000.0,1,730,1.0
3254,21110,-25.0,1,4397,4.0
1320,21110,-199.0,1,4195,4.0
1320,21110,-240.0,1,1603,4.0
1078,21110,-69.0,1,4323,0.0
429,21110,-1200.0,1,3402,4.0
2969,21110,-10000.0,1,1162,1.0
85,21110,-300.0,1,4185,0.0
2222,21110,-22.0,1,4185,0.0
3193,21110,-4000.0,1,2523,0.0
2222,21110,-22.0,1,2523,0.0
1077,21110,13500.0,0,1014,-1.0
2654,21110,-200.0,1,2647,4.0
2245,21110,-1000.0,1,1749,4.0
4990,21110,-1500.0,1,6500,4.0
132,21110,-0.23,1,5277,5.0
132,21110,-0.4,1,4095,5.0
4539,21110,-229.0,1,6558,0.0
5224,21110,-100.0,1,210,1.0
4504,21110,-400.0,1,2272,4.0
4361,21110,-2000.0,1,5720,4.0
1895,21110,-400.0,1,4448,4.0
1344,21110,-500.0,1,6894,4.0
2880,21110,-1000.0,1,938,1.0
1017,21110,4683.0,0,3959,-1.0
1582,21110,-2000.0,1,6642,4.0
1371,21110,-500.0,1,3076,0.0
1654,21110,-3000.0,1,2503,4.0
4448,21110,650.0,0,7278,-1.0
3633,21110,-5000.0,1,3647,4.0
1078,21110,-138.0,1,4097,0.0
4419,21110,-100.0,1,2437,4.0
4780,21110,-16.5,1,7751,1.0
4792,21110,-1500.0,1,2264,1.0
124,21110,-800.0,1,5691,4.0
445,21110,-3500.0,1,5347,0.0
4759,21110,-1500.0,1,2518,4.0
1967,21110,-3000.0,1,6663,4.0
3222,21110,-2000.0,1,3515,4.0
2041,21110,-1000.0,1,6942,4.0
1416,21110,-100.0,1,6469,1.0
1805,21110,-1000.0,1,2015,4.0
1715,21110,-500.0,1,7606,4.0
4155,21110,-200.0,1,6240,4.0
1077,21110,8500.0,0,3964,-1.0
4608,21110,-1200.0,1,2186,4.0
96,21110,-30.0,1,2186,4.0
1612,21110,-2500.0,1,2060,4.0
782,21110,-10.0,1,2195,4.0
782,21110,-10.0,1,3528,4.0
75,21110,-100.0,1,3520,4.0
1078,21110,-138.0,1,6093,0.0
5257,21110,-20000.0,1,6387,1.0
2575,21110,-2000.0,1,527,1.0
2848,21110,-5000.0,1,5146,4.0
3624,21110,2013.32,0,7191,-1.0
2666,21110,3000.0,0,7721,-1.0
1484,21110,-1000.0,1,7621,4.0
3624,21110,3600.86,0,276,-1.0
4107,21110,2500.0,0,2681,-1.0
1347,21110,-22.0,1,4747,0.0
2583,21110,-1000.0,1,4747,0.0
5224,21110,-200.0,1,1086,1.0
1078,21110,-126.0,1,1909,0.0
3047,21110,-352.65,1,5648,4.0
285,21110,4.52,0,7751,0.0
138,21110,-5000.0,1,2386,4.0
2152,21110,-2500.0,1,5835,4.0
4070,21110,-10.0,1,415,4.0
108,21110,-2000.0,1,1402,4.0
1289,21110,-5000.0,1,6916,0.0
1147,21110,-2700.0,1,2916,0.0
1650,21110,27000.0,0,6518,-1.0
1976,21110,-9.6,1,4029,4.0
1574,21110,-50000.0,1,5319,1.0
3751,21110,1000.0,0,587,-1.0
5067,21110,-1896.91,1,4435,1.0
5043,21110,-700.0,1,796,4.0
96,21110,-20.0,1,796,4.0
615,21110,-5000.0,1,3404,4.0
1078,21110,-138.0,1,4586,0.0
2955,21110,600.0,0,7751,-1.0
1077,21110,4300.0,0,1054,-1.0
1078,21110,-90.0,1,4712,0.0
1263,21110,-4.55,1,2124,4.0
957,21110,-355.5,1,168,4.0
669,21110,500.0,0,7751,-1.0
1424,21110,-660.0,1,2422,0.0
1467,21110,-2000.0,1,933,4.0
1077,21110,3700.0,0,1163,-1.0
4811,21110,10000.0,0,7751,-1.0
2666,21110,1920.22,0,968,-1.0
1106,21110,-200.0,1,2687,0.0
2523,21110,-10.0,1,284,4.0
3269,21110,-1200.0,1,5821,4.0
5067,21110,-2242.28,1,5863,1.0
2666,21110,1839.64,0,7287,-1.0
2523,21110,-10.0,1,5220,4.0
1778,21110,3000.0,0,4419,-1.0
4325,21110,-1000.0,1,5543,4.0
96,21110,-20.0,1,5543,4.0
890,21110,-500.0,1,3636,4.0
5237,21110,-500.0,1,2936,4.0
5224,21110,-500.0,1,4513,1.0
4780,21110,-16.5,1,7751,1.0
4792,21110,-1700.0,1,747,1.0
957,21110,-655.5,1,4804,4.0
4486,21110,-2000.0,1,693,1.0
4133,21110,1010.0,0,3229,-1.0
1698,21110,-2450.0,1,3659,0.0
2222,21110,-22.0,1,3659,0.0
2595,21110,-1055.0,1,4879,0.0
2281,21110,-400.0,1,5650,1.0
2271,21110,400.0,0,6102,0.0
456,21110,-2200.0,1,2978,4.0
3126,21110,-400.0,1,2650,4.0
4811,21110,2800.0,0,7751,-1.0
3414,21110,-2300.0,1,4926,0.0
2222,21110,-22.0,1,4926,0.0
1041,21110,-1500.0,1,1852,0.0
2222,21110,-22.0,1,1852,0.0
481,21110,-3000.0,1,7699,4.0
4539,21110,-199.0,1,5845,0.0
1078,21110,-58.5,1,3504,0.0
3629,21110,6177.12,0,3017,-1.0
4588,21110,-4000.0,1,2765,1.0
738,21110,-2000.0,1,1311,4.0
2382,21110,-3000.0,1,2044,4.0
4241,21110,1840.0,0,7751,-1.0
894,21110,-3000.0,1,1299,0.0
55,21110,-11.0,1,7751,1.0
3478,21110,-355.5,1,1205,4.0
1078,21110,-138.0,1,5072,0.0
1362,21110,-99.0,1,4919,4.0
1077,21110,3700.0,0,5703,-1.0
1078,21110,-189.0,1,5686,0.0
4070,21110,-50.0,1,6810,4.0
2523,21110,-20.0,1,5780,4.0
3138,21110,-500.0,1,1146,1.0
2056,21110,-3500.0,1,1495,1.0
1027,21110,-700.0,1,1202,4.0
2233,21110,-5900.0,1,2649,4.0
2233,21110,-3000.0,1,6851,1.0
5105,21110,-2050.0,1,5014,0.0
273,21110,3000.0,0,7261,-1.0
3420,21110,-500.0,1,556,4.0
1362,21110,-59.0,1,4650,4.0
1808,21110,-1250.0,1,43,0.0
1295,21110,1500.0,0,7354,-1.0
5150,21110,-5000.0,1,949,4.0
4811,21110,2772.26,0,7751,-1.0
1077,21110,4300.0,0,278,-1.0
2659,21110,-2000.0,1,3128,4.0
2690,21110,-3000.0,1,362,4.0
1783,21110,50.0,0,231,-1.0
2822,21110,-600.0,1,5438,4.0
1078,21110,-138.0,1,7044,0.0
414,21110,-7000.0,1,3274,0.0
2222,21110,-22.0,1,3274,0.0
1745,21110,60000.0,0,2696,-1.0
5224,21110,-300.0,1,5307,1.0
5111,21110,-2000.0,1,7632,4.0
4811,21110,25000.0,0,7751,-1.0
1792,21110,-900.0,1,6282,4.0
3957,21110,-100.0,1,6437,4.0
1092,21110,-1000.0,1,6659,4.0
4704,21110,-500.0,1,778,4.0
997,21110,2400.0,0,555,-1.0
735,21110,3000.0,0,97,-1.0
403,21110,-33.0,1,7751,0.0
1078,21110,-138.0,1,2113,0.0
4450,21110,500.0,0,7619,-1.0
1078,21110,-81.9,1,2383,0.0
766,21110,627.6,0,4338,-1.0
4446,21110,-800.0,1,1866,4.0
96,21110,-20.0,1,1866,4.0
1078,21110,-274.4,1,5178,0.0
3629,21110,5255.24,0,5239,-1.0
5067,21110,-1588.21,1,728,1.0
5067,21110,-2793.4,1,528,1.0
1817,21110,-300.0,1,2674,4.0
2804,21110,-3000.0,1,7673,4.0
1362,21110,-199.0,1,3880,4.0
1320,21110,-120.0,1,4022,4.0
1559,21110,-3100.0,1,305,4.0
4811,21110,23000.0,0,7751,-1.0
1723,21110,-300.0,1,481,4.0
314,21110,15000.0,0,5893,0.0
2873,21110,-1000.0,1,7525,1.0
2873,21110,-10000.0,1,489,1.0
3112,21110,-13900.0,1,5829,0.0
2222,21110,-22.0,1,5829,0.0
1100,21110,-10000.0,1,3958,1.0
957,21110,-1505.5,1,7575,4.0
2085,21110,-1000.0,1,3397,4.0
2666,21110,1635.19,0,2548,-1.0
1106,21110,-400.97,1,1465,0.0
1106,21110,-222.76,1,5677,0.0
2666,21110,3000.0,0,6014,-1.0
1545,21110,3150.0,0,1570,0.0
1845,21110,4200.0,0,7751,-1.0
1618,21110,-300.0,1,5980,4.0
1764,21110,-5000.0,1,7216,4.0
2696,21110,-2000.0,1,5748,4.0
4728,21110,-200.0,1,4814,4.0
2038,21110,-400.0,1,4236,4.0
196,21110,-400.0,1,227,4.0
4150,21110,-1000.0,1,2581,4.0
3629,21110,6589.81,0,2837,-1.0
3202,21110,1700.0,0,7751,-1.0
4241,21110,250.0,0,7751,-1.0
5086,21110,-500.0,1,4161,4.0
4782,21110,-700.0,1,2779,4.0
370,21110,800.0,0,3171,-1.0
957,21110,-705.5,1,280,4.0
5067,21110,-3177.99,1,1634,1.0
5224,21110,-500.0,1,689,1.0
2137,21110,1000.0,0,3489,-1.0
4212,21110,-500.0,1,3638,4.0
957,21110,-705.5,1,3066,4.0
2055,21110,-200.0,1,5353,4.0
1078,21110,-69.0,1,5182,0.0
110,21110,18500.0,0,3368,-1.0
4807,21110,7000.0,0,966,-1.0
2387,21110,1100.0,0,1570,0.0
3152,21110,-132.96,1,1467,5.0
3586,21110,-900.0,1,3910,4.0
1077,21110,4300.0,0,2732,-1.0
4241,21110,2500.0,0,7751,-1.0
3074,21110,-2000.0,1,7298,4.0
4904,21110,-50000.0,1,7096,1.0
3814,21110,-500.0,1,375,4.0
1033,21110,1000.0,0,7751,-1.0
2666,21110,4239.86,0,4738,-1.0
1360,21110,-2000.0,1,1038,4.0
3629,21110,32864.92,0,4306,-1.0
3629,21110,32864.92,0,3548,-1.0
2902,21110,600.0,0,6900,-1.0
2178,21110,-1000.0,1,2861,4.0
4512,21110,-400.0,1,3034,4.0
1885,21110,-4000.0,1,5405,4.0
2666,21110,3885.65,0,6996,-1.0
3668,21110,3000.0,0,3465,-1.0
4448,21110,171.78,0,5584,-1.0
1913,21110,-2000.0,1,5724,4.0
3989,21110,-50.0,1,1194,4.0
3982,21110,500.0,0,6956,-1.0
3629,21110,3263.22,0,7182,-1.0
3152,21110,-132.96,1,5758,4.0
1362,21110,-500.0,1,2788,4.0
1362,21110,-202.8,1,5168,4.0
1362,21110,-222.78,1,3778,4.0
3047,21110,-321.16,1,3410,4.0
3047,21110,-41.57,1,6019,4.0
4433,21110,2650.86,0,1917,-1.0
3881,21110,3500.0,0,6023,-1.0
2523,21110,-10.0,1,4950,4.0
245,21110,-1000.0,1,3096,4.0
3509,21110,-500.0,1,1928,4.0
4944,21110,-1200.0,1,4924,1.0
5080,21110,-1200.0,1,4578,1.0
4472,21110,7700.0,0,2682,-1.0
5167,21110,-15000.0,1,6991,0.0
358,21110,-5000.0,1,735,0.0
1547,21110,-17000.0,1,2105,1.0
528,21110,-2000.0,1,2984,4.0
3061,21110,-500.0,1,4679,4.0
5114,21110,-200.0,1,4103,4.0
4166,21110,-400.0,1,3926,4.0
756,21110,-2500.0,1,232,1.0
2356,21110,-5.5,1,7751,0.0
1362,21110,-264.92,1,827,4.0
5131,21110,-500.0,1,2080,4.0
60,21110,-2000.0,1,6858,4.0
3471,21110,-4000.0,1,2496,4.0
1620,21110,-4000.0,1,5971,4.0
251,21110,-600.0,1,7415,4.0
1045,21110,-300.0,1,3601,4.0
4937,21110,-100.0,1,6852,4.0
2229,21110,-100.0,1,3675,4.0
3881,21110,3500.0,0,3477,-1.0
1103,21110,1000.0,0,7447,-1.0
4124,21110,2500.0,0,3917,-1.0
4241,21110,3000.0,0,7751,-1.0
5054,21110,-500.0,1,5305,4.0
2321,21110,60000.0,0,1570,0.0
5067,21110,-14190.41,1,5482,1.0
3565,21110,80200.0,0,3987,-1.0
4946,21110,-43000.0,1,7018,1.0
3966,21110,-70000.0,1,5464,1.0
58,21110,-100000.0,1,4565,1.0
1642,21110,-20000.0,1,1527,1.0
1247,21110,-82000.0,1,1600,1.0
175,21110,-55000.0,1,4251,1.0
4189,21110,-60000.0,1,80,1.0
4656,21110,-1500.0,1,4791,4.0
2666,21110,3000.0,0,6340,-1.0
4780,21110,-16.5,1,7751,1.0
4792,21110,-57000.0,1,7738,1.0
5224,21110,-300.0,1,2952,1.0
2648,21110,-500.0,1,3012,4.0
5224,21110,-100.0,1,1020,1.0
3260,21110,4000.0,0,7443,-1.0
663,21110,-500.0,1,1906,4.0
3883,21110,-5.22,1,3450,4.0
185,21110,-200.0,1,7751,0.0
859,21110,-5000.0,1,6903,4.0
3777,21110,22.0,0,2062,-1.0
299,21110,-100.0,1,1854,4.0
3578,21110,5200.0,0,6685,-1.0
4876,21110,-2000.0,1,5802,4.0
576,21110,-500.0,1,7477,4.0
3228,21110,-5000.0,1,5065,1.0
1714,21110,3300.0,0,4018,-1.0
3989,21110,-300.0,1,5633,4.0
4811,21110,293.47,0,7751,1.0
